Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score
2,2555,10.0,2,0,0,2,3,8.04,0,0,125.0,3.11,84.91
4,923,6.0,3,0,0,1,0,6.27,0,2,123.0,3.5,70.75
5,1113,3.923768001056943,3,1,0,2,4,5.74,3,2,110.0,3.84,80.88
4,848,5.0,3,3,0,1,0,7.0,1,2,96.0,4.16,74.03
3,451,0.0,1,1,1,2,0,7.48,3,2,106.0,4.15,78.82
5,1133,5.0,3,2,0,1,0,7.44,3,2,143.0,4.73,75.68
5,1796,2.0,1,0,0,1,0,7.14,3,2,161.0,4.71,88.39
1,602,2.0,3,1,4,1,3,4.78,1,2,89.0,3.24,75.97
1,627,1.0,1,0,0,1,3,6.55,3,2,139.0,4.42,76.95
1,292,2.0,1,0,1,2,3,6.14,3,3,153.0,3.78,86.23
1,799,4.0,2,1,1,1,0,7.92,3,2,141.0,4.1,76.41
4,1011,5.0,1,0,0,1,0,7.14,1,2,122.0,4.13,81.9
5,1966,5.0,1,0,1,1,0,5.68,1,2,105.0,3.53,77.28
2,3180,14.0,5,2,0,1,0,6.62,2,2,97.0,2.91,43.19
5,1869,2.0,1,1,0,2,2,4.77,1,2,119.0,3.52,75.74
1,484,3.923768001056943,3,0,0,0,2,6.0,0,2,87.0,2.92,74.58
5,1867,3.923768001056943,4,2,0,1,3,5.93,1,2,120.0,3.82,75.27
2,3276,3.923768001056943,3,1,0,1,0,7.15,3,2,93.0,4.79,78.86
1,240,4.0,2,2,0,1,2,6.04,0,2,158.0,2.83,36.82
4,598,4.0,3,1,1,1,2,5.58,1,2,94.0,2.92,70.15
5,1330,3.0,1,1,1,2,2,6.87,3,2,140.0,3.48,78.32
1,778,4.0,3,2,0,1,3,8.12,3,0,132.0,4.36,69.75
1,841,1.0,2,1,1,2,0,7.87,3,1,96.0,4.22,91.17
4,1176,5.0,3,2,1,1,2,7.06,3,2,90.0,3.54,60.73
1,784,3.0,3,1,0,1,3,6.07,3,2,143.0,4.42,94.51
5,1219,2.0,3,1,0,2,0,7.98,0,2,152.0,3.46,70.4
1,320,2.0,1,2,0,2,0,7.52,0,2,105.0,3.52,80.45
4,628,4.0,3,1,2,2,4,7.36,3,2,121.0,2.56,91.85
4,634,4.0,1,1,2,1,3,6.13,2,2,168.0,1.25,27.07
2,3909,15.0,2,0,0,1,2,5.94,0,2,103.0,2.9,76.23
4,565,4.0,3,1,0,1,3,6.43,3,2,101.0,4.47,92.09
1,150,2.0,3,1,1,1,3,7.2,2,2,116.0,1.94,25.89
1,15881,4.0,3,1,1,1,0,7.43,1,2,129.0,3.49,67.65
4,807,5.0,2,1,0,1,3,6.47,0,2,146.0,3.16,73.79
3,381,0.0,1,1,1,1,3,7.88,1,2,89.0,3.22,62.58
1,472,3.0,1,1,2,1,2,3.04,2,1,24.0,1.2,28.58
1,233,4.0,2,1,1,1,0,6.4,3,2,155.0,4.09,90.73
5,1704,2.0,3,2,0,2,0,4.78,1,2,857.0,4.17,93.42
5,1623,2.0,1,2,0,1,3,7.73,3,2,144.0,4.41,66.45
5,1515,4.0,4,1,2,1,0,6.72,3,2,168.0,3.45,77.04
2,21740,12.0,2,2,1,1,4,6.23,3,2,104.0,3.21,63.03
2,2507,9.0,6,1,4,1,0,5.68,0,2,95.0,3.54,75.89
2,3660,4.0,4,2,0,0,3,6.01,1,2,83.0,3.87,63.77
1,773,2.0,1,1,0,1,2,5.89,1,2,106.0,3.53,79.68
1,419,1.0,3,2,1,1,0,5.94,1,2,89.0,3.55,72.1
3,229,2.0,2,0,1,1,3,6.79,2,2,138.0,1.91,74.18
1,442,4.0,2,1,1,2,0,6.59,3,2,103.0,4.16,80.46
1,741,4.0,1,1,0,2,2,4.11,1,2,89.0,3.56,70.07
4,876,5.0,2,2,0,1,3,7.98,3,2,85.0,4.48,77.06
5,2038,3.0,3,1,0,1,0,8.09,3,0,163.0,4.64,85.13
4,990,4.0,1,1,0,2,2,7.57,3,2,109.0,4.14,84.76
5,1482,3.0,4,1,0,2,3,7.55,3,2,111.0,4.45,82.69
5,1808,4.0,3,0,0,1,2,7.99,1,3,126.0,3.43,80.23
5,2270,5.0,2,2,1,1,0,7.84,3,2,83.0,4.17,69.0
1,628,3.0,1,2,1,2,0,6.2,3,2,100.0,4.16,77.13
5,1377,5.0,3,2,1,2,3,7.97,1,2,157.0,3.14,75.33
3,427,1.0,2,1,0,1,0,6.87,1,2,160.0,4.08,78.51
4,1075,7.0,1,0,0,1,0,6.05,1,2,156.0,4.09,82.15
1,617,4.0,3,0,1,1,0,6.25,1,2,134.0,3.49,69.97
5,1228,5.0,3,1,0,2,3,5.92,3,2,85.0,4.5,85.11
5,1348,4.0,2,0,3,1,0,7.78,3,2,107.0,2.89,69.83
5,1553,3.0,2,2,0,1,3,8.75,0,0,125.0,3.11,32.39
1,434,3.0,1,0,0,1,3,5.85,1,3,82.0,3.87,75.87
3,469,3.0,1,1,3,1,0,5.99,1,2,103.0,2.28,55.72
1,476,1.0,1,1,0,1,0,7.2,3,2,100.0,4.78,71.05
1,683,1.0,2,1,0,1,0,7.75,3,3,132.0,4.74,70.03
1,951,4.0,3,0,0,2,3,6.44,3,2,99.0,4.47,87.03
1,368,3.0,3,2,0,1,0,7.83,0,2,165.0,3.44,43.93
2,1913,11.0,2,0,0,1,4,7.52,3,2,117.0,3.82,82.22
5,1936,5.0,3,1,1,1,0,6.45,3,2,142.0,4.11,74.14
1,512,4.0,1,1,2,1,0,6.17,3,2,93.0,3.54,86.58
5,1162,2.0,1,2,0,1,0,6.39,3,3,85.0,4.81,71.5
1,883,4.0,2,2,1,1,3,5.71,3,2,117.0,3.83,77.45
1,905,1.0,2,0,2,2,2,4.97,1,2,118.0,2.26,73.62
3,335,2.0,1,1,0,2,0,8.77,2,0,140.0,2.78,80.28
5,1420,2.0,1,3,1,1,4,6.34,3,2,153.0,3.15,91.54
1,169,3.0,3,2,0,2,3,6.32,1,2,169.0,3.76,82.15
2,2797,10.0,5,2,0,1,3,6.95,2,2,121.0,2.56,39.21
3,354,1.0,1,2,0,2,3,6.45,1,2,92.0,3.86,74.08
5,1207,3.0,3,1,0,1,0,4.65,1,2,86.0,4.19,86.51
4,1258,4.0,1,1,0,2,0,4.81,1,2,98.0,4.17,79.56
5,1446,4.0,4,1,0,1,2,6.84,1,2,142.0,3.48,86.03
1,909,1.0,3,1,0,2,3,6.12,1,2,123.0,3.82,77.69
4,587,7.0,3,2,0,2,4,6.72,0,2,154.0,2.52,65.71
5,2027,2.0,4,1,0,1,0,8.7,1,0,163.0,4.0,73.41
1,325,4.0,2,2,3,1,1,6.51,3,2,116.0,2.88,37.86
4,1266,5.0,1,2,0,1,3,5.94,1,2,90.0,3.86,68.79
1,118,4.0,3,0,1,1,3,8.25,0,0,187.0,2.41,62.84
5,1735,2.0,4,1,4,1,3,4.45,3,2,88.0,4.5,72.94
4,965,7.0,1,1,0,1,3,6.8,3,2,104.0,4.47,68.57
5,2206,4.0,2,0,3,1,0,5.76,1,2,101.0,2.28,81.31
3,253,2.0,1,1,2,1,2,4.36,1,2,82.0,2.31,44.71
5,1469,5.0,1,1,0,1,3,5.16,1,2,89.0,3.87,70.83
4,1114,4.0,2,0,0,1,0,6.65,2,2,92.0,2.91,75.46
2,2254,10.0,3,1,0,1,0,5.72,1,2,114.0,4.15,70.27
1,921,3.0,2,1,1,1,0,7.69,3,2,166.0,4.07,78.96
5,1897,3.0,1,1,1,1,0,5.83,1,2,119.0,3.51,76.75
1,255,3.0,1,2,1,1,3,6.37,1,2,148.0,3.16,36.17
2,3233,7.0,6,0,1,1,0,7.46,1,2,90.0,3.54,80.05
3,234,3.0,2,0,0,2,3,4.91,1,2,98.0,3.86,89.8
2,2651,10.0,3,2,0,1,2,4.22,1,2,85.0,3.57,61.91
4,1095,5.0,1,3,0,1,0,6.33,3,2,96.0,4.79,76.35
1,888,1.0,2,2,1,1,0,7.35,3,2,117.0,4.13,65.22
5,1535,4.0,4,0,1,1,0,7.78,0,2,170.0,2.81,85.38
1,719,1.0,3,1,4,1,0,7.23,2,2,119.0,2.88,59.84
1,339,1.0,3,0,1,2,2,6.76,3,2,162.0,3.45,81.13
2,1815,8.0,6,2,0,1,2,7.44,1,2,98.0,3.53,57.7
4,507,6.0,2,1,1,2,0,6.54,3,2,155.0,4.09,82.27
1,508,4.0,1,0,3,2,3,5.43,3,2,114.0,2.58,79.31
5,2016,4.0,1,1,0,1,3,5.33,1,2,92.0,3.86,77.85
5,1636,4.0,1,1,2,1,3,4.41,1,2,94.0,2.61,73.5
5,1274,3.0,4,1,1,1,3,7.55,3,2,143.0,3.79,89.52
0,324,3.0,3,3,1,1,2,6.88,1,2,137.0,2.86,71.91
5,1665,4.0,4,1,2,1,0,6.31,3,2,98.0,3.54,74.18
5,1480,3.0,4,0,0,2,2,6.94,3,2,163.0,4.08,91.23
1,836,3.0,3,0,1,2,2,6.5,3,3,139.0,3.48,87.71
1,160,3.0,2,1,0,1,3,6.47,3,2,85.0,4.49,79.73
1,164,2.0,3,3,1,1,0,6.31,1,2,119.0,3.51,75.12
5,1629,3.0,3,0,1,2,0,7.19,3,2,83.0,4.18,88.99
5,1292,3.0,2,1,0,1,0,3.25,3,1,78.0,4.9,82.73
1,383,3.0,3,2,0,1,0,3.98,3,1,3.0,4.99,89.65
4,784,6.0,2,1,0,1,0,5.49,1,2,111.0,4.15,87.72
5,1562,4.0,2,0,4,2,0,3.93,1,1,84.0,4.26,89.97
5,1972,5.0,3,2,0,1,2,7.59,3,2,108.0,4.14,72.09
4,1258,3.923768001056943,2,0,0,1,0,7.26,1,2,135.0,4.11,76.52
1,184,4.0,3,3,1,2,3,8.67,3,0,126.0,3.74,82.58
5,1934,2.0,2,1,1,1,0,7.24,3,2,89.0,4.17,67.03
3,200,3.0,1,1,0,1,2,6.13,2,2,135.0,2.24,38.13
2,2586,13.0,4,2,0,2,3,6.02,2,1,117.0,2.63,73.45
5,1399,5.0,2,1,0,1,0,4.25,1,2,81.0,4.2,81.69
2,3210,10.0,6,1,0,1,0,5.02,1,2,84.0,4.19,74.06
3,498,3.0,2,2,0,1,3,4.85,0,2,117.0,3.21,37.66
2,2362,13.0,5,2,0,0,0,6.74,2,2,168.0,2.82,49.05
0,345,1.0,1,2,0,1,2,6.03,1,2,123.0,3.51,33.7
4,664,5.0,1,2,0,2,2,6.15,3,2,81.0,4.19,75.39
4,620,4.0,1,1,1,1,0,7.4,1,2,85.0,3.55,73.97
1,204,4.0,2,1,0,1,3,5.69,3,2,96.0,4.48,90.25
1,318,3.0,1,2,1,1,0,7.79,3,2,115.0,4.13,76.19
1,218,2.0,2,3,0,1,3,7.2,3,2,104.0,4.46,84.76
5,2158,4.0,1,3,4,1,2,7.45,3,2,113.0,4.14,85.79
2,3781,11.0,3,2,0,1,0,6.89,3,2,138.0,4.74,79.9
4,1287,7.0,2,2,1,1,0,7.05,2,2,147.0,2.21,31.09
1,545,4.0,3,1,1,1,2,6.21,3,2,107.0,3.52,78.28
5,5071,5.0,4,1,0,1,0,6.25,3,2,124.0,4.76,75.63
4,817,4.0,1,1,0,1,2,6.36,0,2,130.0,2.87,75.46
1,518,3.0,3,1,0,1,0,6.8,3,2,159.0,4.71,71.02
1,888,2.0,2,0,1,1,0,7.3,3,2,84.0,4.17,81.69
1,492,4.0,2,2,2,1,0,6.54,0,2,107.0,2.27,32.34
2,2777,11.0,5,1,2,1,3,7.68,3,2,155.0,3.14,75.49
2,3280,7.0,6,1,0,1,3,4.69,1,2,119.0,3.83,79.36
4,923,5.0,2,1,0,2,0,7.9,3,2,125.0,4.75,85.28
5,1375,5.0,2,1,0,1,0,6.44,3,2,159.0,4.71,77.99
4,444,4.0,1,1,2,1,0,5.09,3,2,83.0,3.56,74.22
1,687,1.0,1,2,0,1,0,5.6,0,2,104.0,3.53,41.82
5,1965,2.0,4,1,0,1,0,6.16,3,2,149.0,4.73,75.76
1,385,3.0,3,2,0,1,0,5.77,1,2,98.0,4.17,67.42
5,1556,5.0,3,1,0,1,4,6.42,3,2,84.0,3.87,84.29
5,1359,2.0,3,1,1,1,3,6.31,3,3,90.0,3.86,88.89
1,689,1.0,2,1,0,1,0,7.65,3,2,95.0,4.79,71.28
5,1874,2.0,2,0,3,1,0,6.23,3,2,145.0,2.85,70.96
2,3672,8.0,3,1,2,1,0,5.14,0,2,91.0,2.3,70.08
4,435,5.0,2,1,0,1,2,5.53,1,2,92.0,3.55,68.53
4,1232,5.0,2,1,0,1,0,6.85,3,2,119.0,4.76,71.57
5,1554,4.0,1,1,0,1,0,5.64,1,2,116.0,4.14,93.5
2,2186,6.0,6,1,0,2,3,2.89,3,3,82.0,4.58,97.84
1,922,1.0,3,2,0,1,2,5.17,1,0,108.0,3.47,36.49
3,289,3.0,1,1,2,1,0,6.06,3,2,166.0,3.45,85.34
4,1132,6.0,1,1,0,1,0,4.49,3,2,89.0,4.81,74.06
3,408,3.0,2,1,4,1,0,7.33,3,2,159.0,4.08,74.39
1,735,4.0,2,0,1,1,3,4.92,1,2,112.0,3.21,76.67
3,216,2.0,1,2,2,1,0,7.81,3,2,123.0,3.49,61.3
4,914,5.0,1,0,0,1,2,3.83,3,1,85.0,4.26,86.74
1,821,1.0,1,1,0,1,4,6.93,2,2,118.0,1.94,42.66
3,306,3.0,1,0,0,1,3,6.97,3,2,135.0,4.43,80.58
4,1290,6.0,2,2,0,1,0,4.73,1,2,113.0,4.15,68.16
2,2853,9.0,2,0,0,0,3,6.99,0,2,93.0,3.22,70.61
1,933,4.0,1,0,0,0,0,7.35,3,2,129.0,4.75,90.41
4,849,7.0,1,0,0,1,0,8.3,0,0,196.0,3.34,90.09
5,2295,5.0,3,0,0,1,0,6.02,3,2,150.0,4.73,91.93
5,2209,4.0,2,2,1,1,0,7.71,3,2,168.0,4.07,82.13
4,642,7.0,1,1,2,1,0,8.02,0,0,133.0,2.16,35.25
2,3308,8.0,6,1,0,1,0,6.42,1,2,159.0,4.09,73.89
5,1954,4.0,2,1,1,1,4,8.21,3,0,127.0,3.11,61.28
5,2244,3.0,3,1,0,1,0,7.42,1,1,148.0,4.16,74.43
1,675,1.0,3,0,1,1,0,7.02,3,2,147.0,4.1,77.69
3,480,0.0,1,1,0,1,2,7.87,0,2,110.0,2.88,66.32
2,4165,12.0,2,0,0,1,0,7.45,3,2,107.0,4.77,88.8
1,828,4.0,3,1,0,1,0,7.74,3,2,152.0,4.71,74.77
2,2815,9.0,4,2,1,1,2,4.65,1,2,85.0,2.93,55.37
1,735,3.0,2,0,1,2,2,6.47,3,2,111.0,3.52,86.49
0,236,3.0,1,1,1,1,0,6.77,3,2,107.0,4.15,88.86
0,556,1.0,1,1,0,1,0,6.61,0,2,123.0,3.5,73.61
5,1816,5.0,3,0,1,1,2,6.92,3,2,164.0,3.45,75.54
1,464,2.0,2,1,1,1,2,5.44,1,2,115.0,2.89,58.84
5,1248,2.0,4,0,1,1,2,6.31,3,2,83.0,3.55,71.89
2,3733,12.0,2,0,1,1,3,6.72,3,2,114.0,3.83,80.2
5,1432,3.0,3,1,0,0,2,3.67,1,1,94.0,3.62,78.7
4,1196,6.0,3,1,0,1,2,7.96,3,2,143.0,4.1,85.54
3,280,2.0,1,2,0,2,2,6.02,3,2,164.0,4.08,87.2
5,1346,2.0,2,1,0,2,4,7.08,1,2,131.0,3.18,85.9
4,547,7.0,1,1,0,1,3,6.11,3,2,80.0,4.5,92.54
4,1293,3.923768001056943,2,3,0,2,0,7.44,3,2,114.0,4.76,89.54
1,971,1.0,2,1,0,2,0,4.88,1,2,112.0,4.15,77.1
1,319,2.0,1,1,0,1,0,5.35,1,2,90.0,4.18,78.09
5,1616,3.0,2,1,0,1,2,6.5,3,2,84.0,4.18,73.93
5,1109,5.0,1,1,1,1,3,6.35,1,2,169.0,3.13,76.93
1,950,1.0,3,2,2,1,3,5.33,1,2,105.0,2.59,45.15
1,319,3.0,3,1,1,1,1,6.84,2,3,156.0,1.89,32.54
5,2290,4.0,1,2,1,1,2,7.8,1,2,118.0,2.87,40.68
1,439,1.0,3,2,3,1,0,7.16,2,3,341.0,0.95,25.9
2,3476,6.0,3,1,0,1,0,6.6,3,2,163.0,4.71,77.88
2,1959,12.0,4,2,0,1,1,6.96,3,2,88.0,4.8,91.93
5,1607,3.0,1,1,0,2,0,7.57,3,2,134.0,4.74,86.69
1,874,1.0,2,2,1,1,0,7.82,3,2,167.0,4.07,76.55
1,562,1.0,1,1,0,1,0,6.94,1,2,87.0,4.17,85.27
1,235,4.0,1,1,1,1,0,4.69,1,2,85.0,3.56,81.26
4,433,4.0,3,2,1,2,4,6.86,3,2,109.0,3.2,73.2
1,172,1.0,1,0,0,1,0,5.48,1,2,118.0,4.14,76.68
1,769,2.0,3,0,0,2,0,6.1,3,2,95.0,4.8,91.65
1,738,3.0,3,1,1,2,3,6.47,3,2,109.0,3.83,75.58
1,221,1.0,2,0,0,1,0,6.26,3,2,140.0,4.74,80.17
4,1101,7.0,1,2,0,0,0,6.06,0,2,121.0,3.51,69.22
1,858,3.0,3,0,1,2,0,6.67,3,2,124.0,4.13,85.11
5,1426,4.0,1,0,1,2,3,5.05,1,2,120.0,3.2,81.98
1,594,1.0,1,1,0,1,4,6.31,1,2,161.0,3.14,71.21
1,638,4.0,2,0,2,2,0,6.9,1,3,160.0,2.83,83.34
5,2011,2.0,2,0,1,1,2,6.59,2,2,323.0,1.64,72.82
1,350,1.0,1,1,4,1,2,6.91,1,2,85.0,2.92,58.98
3,201,3.0,2,1,0,1,0,7.99,3,2,167.0,4.69,89.44
3,217,1.0,2,0,1,2,0,5.97,1,2,101.0,3.53,86.71
2,2723,12.0,5,0,0,2,0,7.0,3,2,107.0,4.78,97.77
2,2316,10.0,6,1,4,1,3,7.11,3,2,158.0,3.77,95.47
1,296,1.0,3,1,0,1,0,7.6,2,2,90.0,2.91,68.76
1,298,3.0,2,3,0,1,0,5.43,0,2,95.0,3.54,90.73
1,723,3.0,2,2,0,2,3,8.18,3,2,139.0,4.41,68.99
5,1837,5.0,4,3,2,1,0,6.75,0,2,118.0,2.25,57.05
5,1204,5.0,2,1,0,2,2,7.05,3,2,86.0,4.17,78.67
3,482,1.0,2,1,2,1,0,6.17,3,2,84.0,3.55,75.89
4,857,4.0,1,2,0,1,2,5.34,3,2,120.0,4.14,70.03
2,3096,13.0,5,1,1,2,0,5.73,1,2,107.0,3.53,83.28
4,1024,6.0,1,0,0,1,2,6.46,1,2,114.0,3.51,68.61
5,1824,2.0,2,1,0,1,2,8.14,0,0,149.0,2.77,59.74
5,1243,3.923768001056943,3,0,3,0,0,7.12,1,2,120.0,2.25,82.1
5,1493,3.0,1,0,1,2,0,6.47,3,2,100.0,4.16,86.81
1,287,1.0,2,3,0,1,3,4.35,0,2,119.0,3.21,69.73
1,862,3.923768001056943,1,0,0,1,0,4.68,1,2,86.0,4.19,81.4
3,398,1.0,2,1,3,1,3,5.19,1,2,111.0,1.96,47.63
1,502,3.0,3,1,0,1,0,8.24,0,0,153.0,3.39,58.87
1,293,1.0,2,0,0,1,0,6.56,3,1,139.0,4.8,89.92
1,924,4.0,1,2,4,1,0,6.34,3,2,166.0,3.45,70.07
1,285,2.0,2,1,0,1,0,7.69,0,0,111.0,3.45,65.02
5,1791,5.0,2,2,0,1,3,6.12,1,2,162.0,3.77,57.83
3,300,2.0,1,1,0,1,2,7.27,3,2,129.0,4.12,83.78
0,836,2.0,3,1,0,1,2,7.82,3,2,109.0,4.14,81.95
1,265,3.0,1,1,0,1,2,8.8,3,1,154.0,4.14,82.24
5,1384,5.0,1,3,2,1,3,6.87,3,2,120.0,3.19,71.33
2,2764,14.0,3,2,0,1,3,6.02,3,2,829.0,4.43,87.9
5,1946,4.0,4,0,0,1,2,7.61,1,2,128.0,3.49,72.89
1,872,2.0,1,1,1,1,0,6.3,2,2,140.0,2.23,39.62
5,1370,5.0,2,1,0,1,2,7.51,0,2,145.0,2.84,74.65
1,464,4.0,1,2,0,1,2,6.14,3,2,146.0,4.1,72.02
1,253,2.0,3,1,0,1,0,7.18,3,2,99.0,4.78,71.49
3,313,1.0,1,1,0,2,0,7.32,1,2,95.0,4.16,74.04
3,389,1.0,1,0,0,1,0,4.42,1,2,95.0,4.18,72.16
1,640,4.0,2,0,0,1,0,5.64,1,2,106.0,4.16,75.61
1,841,4.0,2,0,4,1,3,6.69,3,2,157.0,4.4,82.46
5,1548,4.0,4,1,2,1,3,7.06,3,2,125.0,3.18,76.31
1,118,3.0,2,0,3,1,0,8.26,4,0,137.0,2.16,64.4
1,620,3.0,2,1,0,1,2,7.02,3,2,156.0,4.09,82.12
4,960,4.0,1,1,1,2,1,7.46,1,2,148.0,2.84,78.86
3,410,2.0,1,2,0,1,0,8.13,3,0,120.0,4.69,61.99
1,964,1.0,1,1,0,1,0,8.64,3,0,138.0,4.66,90.83
1,914,3.0,2,0,0,1,0,8.33,2,0,144.0,2.77,64.59
1,388,3.0,1,1,0,1,2,5.45,1,2,106.0,3.53,65.43
5,1381,5.0,1,2,0,1,3,7.17,3,1,136.0,4.49,77.46
1,311,4.0,3,1,0,1,0,5.02,1,2,94.0,4.18,84.75
1,482,3.0,1,0,1,2,3,6.41,3,2,98.0,3.85,92.7
3,294,0.0,2,1,1,1,0,7.06,3,2,143.0,4.1,82.3
5,2074,3.0,1,2,1,1,0,6.78,1,2,147.0,3.47,69.57
2,1876,12.0,5,1,0,1,0,3.78,0,1,57.0,3.67,89.5
1,821,4.0,3,2,1,1,0,5.39,1,2,91.0,3.55,58.48
1,542,4.0,3,2,0,1,3,7.5,3,2,85.0,4.49,75.5
1,282,3.0,2,1,4,1,2,6.6,2,2,83.0,1.67,26.83
5,2062,2.0,3,1,0,1,0,6.71,2,2,114.0,2.89,61.56
2,2795,14.0,2,0,0,1,0,6.16,1,2,97.0,4.17,85.3
0,1038,4.0,1,1,1,1,2,6.53,0,2,112.0,2.26,64.1
1,978,4.0,1,1,0,1,0,3.69,0,1,8.0,3.73,86.62
5,1576,4.0,3,1,0,0,0,4.73,1,2,81.0,4.19,84.48
1,751,1.0,3,2,0,2,0,6.27,1,1,159.0,4.15,69.57
1,845,1.0,3,2,0,1,0,5.77,3,2,119.0,4.77,79.55
1,396,4.0,3,0,0,1,3,6.42,3,2,91.0,4.49,81.43
2,3623,5.0,4,1,2,1,0,5.05,1,2,120.0,2.89,69.83
1,592,3.0,3,3,1,1,0,4.95,1,2,119.0,3.52,66.84
1,621,1.0,1,1,0,1,0,6.62,3,2,154.0,4.72,71.29
3,372,1.0,1,2,0,1,3,5.95,1,2,89.0,3.86,66.49
2,4003,7.0,6,1,1,1,3,4.72,1,2,108.0,3.22,75.58
1,157,3.923768001056943,1,1,0,2,4,6.64,3,2,153.0,3.78,75.14
5,1997,3.923768001056943,1,0,0,2,0,5.1,1,2,113.0,4.15,85.16
2,4073,10.0,2,1,1,1,0,8.98,3,0,173.0,3.99,86.43
4,581,4.0,2,1,0,2,0,6.5,1,2,99.0,4.16,76.57
5,2118,4.0,1,1,0,1,3,7.91,3,2,114.0,4.45,68.5
1,117,1.0,2,1,0,1,3,6.97,3,2,131.0,4.43,75.34
5,2134,4.0,1,2,1,2,0,4.14,3,2,117.0,4.15,74.77
1,223,3.0,1,0,1,2,0,4.36,1,2,107.0,3.54,81.61
3,443,1.0,1,1,1,1,3,5.57,3,2,85.0,3.87,73.25
1,942,2.0,1,2,0,1,0,5.91,4,2,105.0,4.78,81.01
1,754,3.923768001056943,1,3,1,1,2,5.0,1,0,107.0,2.84,39.85
2,3445,14.0,5,3,0,1,2,5.73,3,2,111.0,4.15,73.62
5,1655,4.0,1,1,1,1,2,7.85,3,2,137.0,3.48,74.37
4,1272,6.0,3,0,1,1,0,5.76,3,2,88.0,4.18,84.96
0,1529,2.0,2,2,0,1,3,6.95,3,0,92.0,4.42,76.5
1,695,4.0,3,1,0,1,3,8.02,3,0,186.0,4.29,77.8
1,516,3.0,2,1,1,1,3,5.89,0,2,85.0,2.61,63.66
5,1731,5.0,4,1,1,2,0,6.11,2,3,84.0,2.3,76.65
1,458,4.0,1,1,0,2,0,6.66,3,2,149.0,4.72,87.39
5,15124,5.0,3,2,1,1,3,5.45,3,2,91.0,3.86,69.91
2,3056,5.0,4,1,1,1,0,4.28,1,2,119.0,3.52,76.61
5,1114,3.0,1,1,4,1,2,7.37,0,2,127.0,2.87,75.62
2,2047,4.0,2,1,0,1,3,7.43,3,2,80.0,4.49,69.24
2,3100,6.0,2,0,1,1,0,5.16,3,2,99.0,4.17,86.31
2,3745,5.0,4,2,0,1,0,7.86,3,2,104.0,4.77,75.03
1,298,3.0,1,1,2,1,4,5.52,3,2,105.0,2.59,62.04
5,1214,4.0,1,2,3,1,3,7.48,3,2,118.0,2.56,45.04
1,984,1.0,3,0,0,2,3,6.4,0,2,129.0,3.18,80.65
5,1370,3.0,2,2,0,1,0,6.84,3,2,158.0,4.71,69.21
5,1953,2.0,2,2,0,1,4,5.93,3,2,108.0,3.84,57.74
5,1925,2.0,3,2,1,1,3,4.4,3,2,81.0,3.88,67.37
4,554,7.0,2,0,0,1,0,6.26,3,2,139.0,4.74,88.63
1,925,2.0,2,1,0,2,0,5.89,1,2,100.0,4.16,78.11
1,681,1.0,2,0,0,1,0,5.15,1,2,94.0,4.18,77.44
5,1583,2.0,1,1,1,1,0,6.04,3,2,136.0,4.12,76.48
5,1802,5.0,3,1,1,1,4,4.94,0,2,508.0,1.98,38.99
3,435,3.0,1,1,1,2,3,7.29,2,2,148.0,1.9,74.64
5,1160,2.0,1,1,0,1,3,5.58,3,2,91.0,4.49,84.65
1,151,3.923768001056943,2,0,0,1,3,4.77,3,2,89.0,4.5,75.82
2,3654,12.0,5,1,0,1,3,6.68,1,2,93.0,3.85,91.19
1,841,2.0,2,0,1,1,3,5.23,1,2,106.0,3.22,92.87
4,400,6.0,3,2,1,1,0,7.15,1,2,85.0,3.55,68.12
1,908,2.0,1,1,0,1,0,7.64,1,2,87.0,4.17,73.67
5,1497,3.0,2,0,1,1,0,8.35,0,0,542.0,2.75,85.14
2,2003,5.0,6,1,0,1,0,6.43,2,2,89.0,2.92,76.22
2,2844,12.0,3,2,0,1,3,4.87,1,0,80.0,3.82,70.46
1,466,2.0,1,1,0,1,3,6.34,3,2,135.0,4.43,92.05
3,443,3.0,1,1,2,1,0,6.36,0,2,83.0,2.3,54.32
4,727,4.0,1,1,0,1,3,7.0,2,2,81.0,2.61,70.18
5,2094,4.0,4,2,1,1,3,6.98,0,3,109.0,2.58,41.52
1,917,4.0,3,0,1,2,3,5.81,0,2,93.0,2.6,76.78
3,352,0.0,1,0,0,1,0,5.45,0,2,112.0,3.52,78.27
5,2192,3.0,2,2,0,2,3,7.92,1,2,81.0,3.86,78.63
5,1128,5.0,2,1,0,2,0,7.33,4,2,90.0,4.79,86.12
4,1072,5.0,1,1,0,2,0,8.55,2,0,137.0,2.78,70.46
1,547,1.0,2,1,3,1,0,8.5,0,0,168.0,1.49,26.83
5,1319,5.0,3,1,4,1,2,5.3,1,2,97.0,3.54,76.14
5,2054,4.0,1,1,1,1,0,5.52,1,2,83.0,3.56,86.45
5,2055,4.0,3,1,1,1,2,5.92,0,2,109.0,2.27,56.21
1,631,2.0,1,1,0,1,4,5.51,3,2,103.0,3.85,83.31
4,905,4.0,1,0,0,2,2,6.84,3,2,89.0,4.17,96.09
1,985,1.0,3,1,0,2,2,8.41,0,0,196.0,2.71,80.65
4,720,5.0,1,1,2,1,2,2.66,3,1,42.0,3.06,78.14
